images,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,id
traicifar346588,0,0,0,1,0,0,0,0,0,0,346588
traicifar746589,0,0,0,0,0,0,0,1,0,0,746589
traicifar946590,0,0,0,0,0,0,0,0,0,1,946590
traicifar146591,0,1,0,0,0,0,0,0,0,0,146591
traicifar746592,0,0,0,0,0,0,0,1,0,0,746592
traicifar146593,0,1,0,0,0,0,0,0,0,0,146593
traicifar146594,0,1,0,0,0,0,0,0,0,0,146594
traicifar146595,0,1,0,0,0,0,0,0,0,0,146595
traicifar646596,0,0,0,0,0,0,1,0,0,0,646596
traicifar746597,0,0,0,0,0,0,0,1,0,0,746597
traicifar246598,0,0,1,0,0,0,0,0,0,0,246598
traicifar346599,0,0,0,1,0,0,0,0,0,0,346599
traicifar446600,0,0,0,0,1,0,0,0,0,0,446600
traicifar346601,0,0,0,1,0,0,0,0,0,0,346601
traicifar646602,0,0,0,0,0,0,1,0,0,0,646602
traicifar546603,0,0,0,0,0,1,0,0,0,0,546603
traicifar346604,0,0,0,1,0,0,0,0,0,0,346604
traicifar346605,0,0,0,1,0,0,0,0,0,0,346605
traicifar046606,1,0,0,0,0,0,0,0,0,0,46606
traicifar646607,0,0,0,0,0,0,1,0,0,0,646607
traicifar746608,0,0,0,0,0,0,0,1,0,0,746608
traicifar346609,0,0,0,1,0,0,0,0,0,0,346609
traicifar046610,1,0,0,0,0,0,0,0,0,0,46610
traicifar146611,0,1,0,0,0,0,0,0,0,0,146611
traicifar746612,0,0,0,0,0,0,0,1,0,0,746612
traicifar646613,0,0,0,0,0,0,1,0,0,0,646613
traicifar146614,0,1,0,0,0,0,0,0,0,0,146614
traicifar046615,1,0,0,0,0,0,0,0,0,0,46615
traicifar246616,0,0,1,0,0,0,0,0,0,0,246616
traicifar546617,0,0,0,0,0,1,0,0,0,0,546617
traicifar146618,0,1,0,0,0,0,0,0,0,0,146618
traicifar746619,0,0,0,0,0,0,0,1,0,0,746619
traicifar646620,0,0,0,0,0,0,1,0,0,0,646620
traicifar046621,1,0,0,0,0,0,0,0,0,0,46621
traicifar246622,0,0,1,0,0,0,0,0,0,0,246622
traicifar046623,1,0,0,0,0,0,0,0,0,0,46623
traicifar346624,0,0,0,1,0,0,0,0,0,0,346624
traicifar646625,0,0,0,0,0,0,1,0,0,0,646625
traicifar246626,0,0,1,0,0,0,0,0,0,0,246626
traicifar046627,1,0,0,0,0,0,0,0,0,0,46627
traicifar846628,0,0,0,0,0,0,0,0,1,0,846628
traicifar546629,0,0,0,0,0,1,0,0,0,0,546629
traicifar446630,0,0,0,0,1,0,0,0,0,0,446630
traicifar446631,0,0,0,0,1,0,0,0,0,0,446631
traicifar046632,1,0,0,0,0,0,0,0,0,0,46632
traicifar346633,0,0,0,1,0,0,0,0,0,0,346633
traicifar046634,1,0,0,0,0,0,0,0,0,0,46634
traicifar246635,0,0,1,0,0,0,0,0,0,0,246635
traicifar846636,0,0,0,0,0,0,0,0,1,0,846636
traicifar746637,0,0,0,0,0,0,0,1,0,0,746637
traicifar646638,0,0,0,0,0,0,1,0,0,0,646638
traicifar246639,0,0,1,0,0,0,0,0,0,0,246639
traicifar946640,0,0,0,0,0,0,0,0,0,1,946640
traicifar146641,0,1,0,0,0,0,0,0,0,0,146641
traicifar646642,0,0,0,0,0,0,1,0,0,0,646642
traicifar346643,0,0,0,1,0,0,0,0,0,0,346643
traicifar846644,0,0,0,0,0,0,0,0,1,0,846644
traicifar646645,0,0,0,0,0,0,1,0,0,0,646645
traicifar446646,0,0,0,0,1,0,0,0,0,0,446646
traicifar346647,0,0,0,1,0,0,0,0,0,0,346647
traicifar146648,0,1,0,0,0,0,0,0,0,0,146648
traicifar946649,0,0,0,0,0,0,0,0,0,1,946649
traicifar846650,0,0,0,0,0,0,0,0,1,0,846650
traicifar246651,0,0,1,0,0,0,0,0,0,0,246651
traicifar446652,0,0,0,0,1,0,0,0,0,0,446652
traicifar546653,0,0,0,0,0,1,0,0,0,0,546653
traicifar746654,0,0,0,0,0,0,0,1,0,0,746654
traicifar446655,0,0,0,0,1,0,0,0,0,0,446655
traicifar646656,0,0,0,0,0,0,1,0,0,0,646656
traicifar246657,0,0,1,0,0,0,0,0,0,0,246657
traicifar246658,0,0,1,0,0,0,0,0,0,0,246658
traicifar946659,0,0,0,0,0,0,0,0,0,1,946659
traicifar546660,0,0,0,0,0,1,0,0,0,0,546660
traicifar646661,0,0,0,0,0,0,1,0,0,0,646661
traicifar446662,0,0,0,0,1,0,0,0,0,0,446662
traicifar146663,0,1,0,0,0,0,0,0,0,0,146663
traicifar346664,0,0,0,1,0,0,0,0,0,0,346664
traicifar446665,0,0,0,0,1,0,0,0,0,0,446665
traicifar646666,0,0,0,0,0,0,1,0,0,0,646666
traicifar446667,0,0,0,0,1,0,0,0,0,0,446667
traicifar946668,0,0,0,0,0,0,0,0,0,1,946668
traicifar546669,0,0,0,0,0,1,0,0,0,0,546669
traicifar846670,0,0,0,0,0,0,0,0,1,0,846670
traicifar446671,0,0,0,0,1,0,0,0,0,0,446671
traicifar146672,0,1,0,0,0,0,0,0,0,0,146672
traicifar546673,0,0,0,0,0,1,0,0,0,0,546673
traicifar946674,0,0,0,0,0,0,0,0,0,1,946674
traicifar246675,0,0,1,0,0,0,0,0,0,0,246675
traicifar346676,0,0,0,1,0,0,0,0,0,0,346676
traicifar746677,0,0,0,0,0,0,0,1,0,0,746677
traicifar846678,0,0,0,0,0,0,0,0,1,0,846678
traicifar146679,0,1,0,0,0,0,0,0,0,0,146679
traicifar746680,0,0,0,0,0,0,0,1,0,0,746680
traicifar246681,0,0,1,0,0,0,0,0,0,0,246681
traicifar246682,0,0,1,0,0,0,0,0,0,0,246682
traicifar946683,0,0,0,0,0,0,0,0,0,1,946683
traicifar946684,0,0,0,0,0,0,0,0,0,1,946684
traicifar346685,0,0,0,1,0,0,0,0,0,0,346685
traicifar146686,0,1,0,0,0,0,0,0,0,0,146686
traicifar646687,0,0,0,0,0,0,1,0,0,0,646687
traicifar646688,0,0,0,0,0,0,1,0,0,0,646688
traicifar646689,0,0,0,0,0,0,1,0,0,0,646689
traicifar446690,0,0,0,0,1,0,0,0,0,0,446690
traicifar746691,0,0,0,0,0,0,0,1,0,0,746691
traicifar546692,0,0,0,0,0,1,0,0,0,0,546692
traicifar046693,1,0,0,0,0,0,0,0,0,0,46693
traicifar446694,0,0,0,0,1,0,0,0,0,0,446694
traicifar946695,0,0,0,0,0,0,0,0,0,1,946695
traicifar646696,0,0,0,0,0,0,1,0,0,0,646696
traicifar946697,0,0,0,0,0,0,0,0,0,1,946697
traicifar046698,1,0,0,0,0,0,0,0,0,0,46698
traicifar246699,0,0,1,0,0,0,0,0,0,0,246699
traicifar246700,0,0,1,0,0,0,0,0,0,0,246700
traicifar446701,0,0,0,0,1,0,0,0,0,0,446701
traicifar646702,0,0,0,0,0,0,1,0,0,0,646702
traicifar146703,0,1,0,0,0,0,0,0,0,0,146703
traicifar646704,0,0,0,0,0,0,1,0,0,0,646704
traicifar946705,0,0,0,0,0,0,0,0,0,1,946705
traicifar046706,1,0,0,0,0,0,0,0,0,0,46706
traicifar346707,0,0,0,1,0,0,0,0,0,0,346707
traicifar846708,0,0,0,0,0,0,0,0,1,0,846708
traicifar346709,0,0,0,1,0,0,0,0,0,0,346709
traicifar246710,0,0,1,0,0,0,0,0,0,0,246710
traicifar446711,0,0,0,0,1,0,0,0,0,0,446711
traicifar646712,0,0,0,0,0,0,1,0,0,0,646712
traicifar946713,0,0,0,0,0,0,0,0,0,1,946713
traicifar346714,0,0,0,1,0,0,0,0,0,0,346714
traicifar146715,0,1,0,0,0,0,0,0,0,0,146715
traicifar646716,0,0,0,0,0,0,1,0,0,0,646716
traicifar946717,0,0,0,0,0,0,0,0,0,1,946717
traicifar746718,0,0,0,0,0,0,0,1,0,0,746718
traicifar946719,0,0,0,0,0,0,0,0,0,1,946719
traicifar646720,0,0,0,0,0,0,1,0,0,0,646720
traicifar146721,0,1,0,0,0,0,0,0,0,0,146721
traicifar846722,0,0,0,0,0,0,0,0,1,0,846722
traicifar046723,1,0,0,0,0,0,0,0,0,0,46723
traicifar646724,0,0,0,0,0,0,1,0,0,0,646724
traicifar346725,0,0,0,1,0,0,0,0,0,0,346725
traicifar246726,0,0,1,0,0,0,0,0,0,0,246726
traicifar246727,0,0,1,0,0,0,0,0,0,0,246727
traicifar346728,0,0,0,1,0,0,0,0,0,0,346728
traicifar746729,0,0,0,0,0,0,0,1,0,0,746729
traicifar746730,0,0,0,0,0,0,0,1,0,0,746730
traicifar446731,0,0,0,0,1,0,0,0,0,0,446731
traicifar146732,0,1,0,0,0,0,0,0,0,0,146732
traicifar846733,0,0,0,0,0,0,0,0,1,0,846733
traicifar946734,0,0,0,0,0,0,0,0,0,1,946734
traicifar846735,0,0,0,0,0,0,0,0,1,0,846735
traicifar146736,0,1,0,0,0,0,0,0,0,0,146736
traicifar046737,1,0,0,0,0,0,0,0,0,0,46737
traicifar346738,0,0,0,1,0,0,0,0,0,0,346738
traicifar846739,0,0,0,0,0,0,0,0,1,0,846739
traicifar446740,0,0,0,0,1,0,0,0,0,0,446740
traicifar946741,0,0,0,0,0,0,0,0,0,1,946741
traicifar846742,0,0,0,0,0,0,0,0,1,0,846742
traicifar346743,0,0,0,1,0,0,0,0,0,0,346743
traicifar846744,0,0,0,0,0,0,0,0,1,0,846744
traicifar346745,0,0,0,1,0,0,0,0,0,0,346745
traicifar846746,0,0,0,0,0,0,0,0,1,0,846746
traicifar846747,0,0,0,0,0,0,0,0,1,0,846747
traicifar946748,0,0,0,0,0,0,0,0,0,1,946748
traicifar646749,0,0,0,0,0,0,1,0,0,0,646749
traicifar046750,1,0,0,0,0,0,0,0,0,0,46750
traicifar146751,0,1,0,0,0,0,0,0,0,0,146751
traicifar246752,0,0,1,0,0,0,0,0,0,0,246752
traicifar946753,0,0,0,0,0,0,0,0,0,1,946753
traicifar946754,0,0,0,0,0,0,0,0,0,1,946754
traicifar446755,0,0,0,0,1,0,0,0,0,0,446755
traicifar246756,0,0,1,0,0,0,0,0,0,0,246756
traicifar546757,0,0,0,0,0,1,0,0,0,0,546757
traicifar846758,0,0,0,0,0,0,0,0,1,0,846758
traicifar246759,0,0,1,0,0,0,0,0,0,0,246759
traicifar846760,0,0,0,0,0,0,0,0,1,0,846760
traicifar346761,0,0,0,1,0,0,0,0,0,0,346761
traicifar346762,0,0,0,1,0,0,0,0,0,0,346762
traicifar046763,1,0,0,0,0,0,0,0,0,0,46763
traicifar446764,0,0,0,0,1,0,0,0,0,0,446764
traicifar846765,0,0,0,0,0,0,0,0,1,0,846765
traicifar846766,0,0,0,0,0,0,0,0,1,0,846766
traicifar346767,0,0,0,1,0,0,0,0,0,0,346767
traicifar646768,0,0,0,0,0,0,1,0,0,0,646768
traicifar546769,0,0,0,0,0,1,0,0,0,0,546769
traicifar846770,0,0,0,0,0,0,0,0,1,0,846770
traicifar046771,1,0,0,0,0,0,0,0,0,0,46771
traicifar346772,0,0,0,1,0,0,0,0,0,0,346772
traicifar746773,0,0,0,0,0,0,0,1,0,0,746773
traicifar146774,0,1,0,0,0,0,0,0,0,0,146774
traicifar746775,0,0,0,0,0,0,0,1,0,0,746775
traicifar746776,0,0,0,0,0,0,0,1,0,0,746776
traicifar446777,0,0,0,0,1,0,0,0,0,0,446777
traicifar246778,0,0,1,0,0,0,0,0,0,0,246778
traicifar346779,0,0,0,1,0,0,0,0,0,0,346779
traicifar846780,0,0,0,0,0,0,0,0,1,0,846780
traicifar346781,0,0,0,1,0,0,0,0,0,0,346781
traicifar546782,0,0,0,0,0,1,0,0,0,0,546782
traicifar846783,0,0,0,0,0,0,0,0,1,0,846783
traicifar746784,0,0,0,0,0,0,0,1,0,0,746784
traicifar246785,0,0,1,0,0,0,0,0,0,0,246785
traicifar046786,1,0,0,0,0,0,0,0,0,0,46786
traicifar946787,0,0,0,0,0,0,0,0,0,1,946787
traicifar646788,0,0,0,0,0,0,1,0,0,0,646788
traicifar046789,1,0,0,0,0,0,0,0,0,0,46789
traicifar646790,0,0,0,0,0,0,1,0,0,0,646790
traicifar146791,0,1,0,0,0,0,0,0,0,0,146791
traicifar846792,0,0,0,0,0,0,0,0,1,0,846792
traicifar446793,0,0,0,0,1,0,0,0,0,0,446793
traicifar946794,0,0,0,0,0,0,0,0,0,1,946794
traicifar346795,0,0,0,1,0,0,0,0,0,0,346795
traicifar546796,0,0,0,0,0,1,0,0,0,0,546796
traicifar946797,0,0,0,0,0,0,0,0,0,1,946797
traicifar846798,0,0,0,0,0,0,0,0,1,0,846798
traicifar846799,0,0,0,0,0,0,0,0,1,0,846799
traicifar346800,0,0,0,1,0,0,0,0,0,0,346800
traicifar246801,0,0,1,0,0,0,0,0,0,0,246801
traicifar846802,0,0,0,0,0,0,0,0,1,0,846802
traicifar846803,0,0,0,0,0,0,0,0,1,0,846803
traicifar846804,0,0,0,0,0,0,0,0,1,0,846804
traicifar746805,0,0,0,0,0,0,0,1,0,0,746805
traicifar746806,0,0,0,0,0,0,0,1,0,0,746806
traicifar946807,0,0,0,0,0,0,0,0,0,1,946807
traicifar646808,0,0,0,0,0,0,1,0,0,0,646808
traicifar346809,0,0,0,1,0,0,0,0,0,0,346809
traicifar546810,0,0,0,0,0,1,0,0,0,0,546810
traicifar746811,0,0,0,0,0,0,0,1,0,0,746811
traicifar346812,0,0,0,1,0,0,0,0,0,0,346812
traicifar146813,0,1,0,0,0,0,0,0,0,0,146813
traicifar546814,0,0,0,0,0,1,0,0,0,0,546814
traicifar746815,0,0,0,0,0,0,0,1,0,0,746815
traicifar646816,0,0,0,0,0,0,1,0,0,0,646816
traicifar446817,0,0,0,0,1,0,0,0,0,0,446817
traicifar946818,0,0,0,0,0,0,0,0,0,1,946818
traicifar046819,1,0,0,0,0,0,0,0,0,0,46819
traicifar746820,0,0,0,0,0,0,0,1,0,0,746820
traicifar646821,0,0,0,0,0,0,1,0,0,0,646821
traicifar346822,0,0,0,1,0,0,0,0,0,0,346822
traicifar646823,0,0,0,0,0,0,1,0,0,0,646823
traicifar746824,0,0,0,0,0,0,0,1,0,0,746824
traicifar246825,0,0,1,0,0,0,0,0,0,0,246825
traicifar646826,0,0,0,0,0,0,1,0,0,0,646826
traicifar946827,0,0,0,0,0,0,0,0,0,1,946827
traicifar346828,0,0,0,1,0,0,0,0,0,0,346828
traicifar746829,0,0,0,0,0,0,0,1,0,0,746829
traicifar546830,0,0,0,0,0,1,0,0,0,0,546830
traicifar746831,0,0,0,0,0,0,0,1,0,0,746831
traicifar246832,0,0,1,0,0,0,0,0,0,0,246832
traicifar746833,0,0,0,0,0,0,0,1,0,0,746833
traicifar946834,0,0,0,0,0,0,0,0,0,1,946834
traicifar246835,0,0,1,0,0,0,0,0,0,0,246835
traicifar046836,1,0,0,0,0,0,0,0,0,0,46836
traicifar946837,0,0,0,0,0,0,0,0,0,1,946837
traicifar146838,0,1,0,0,0,0,0,0,0,0,146838
traicifar746839,0,0,0,0,0,0,0,1,0,0,746839
traicifar546840,0,0,0,0,0,1,0,0,0,0,546840
traicifar646841,0,0,0,0,0,0,1,0,0,0,646841
traicifar646842,0,0,0,0,0,0,1,0,0,0,646842
traicifar446843,0,0,0,0,1,0,0,0,0,0,446843
traicifar146844,0,1,0,0,0,0,0,0,0,0,146844
traicifar246845,0,0,1,0,0,0,0,0,0,0,246845
traicifar946846,0,0,0,0,0,0,0,0,0,1,946846
traicifar646847,0,0,0,0,0,0,1,0,0,0,646847
traicifar146848,0,1,0,0,0,0,0,0,0,0,146848
traicifar246849,0,0,1,0,0,0,0,0,0,0,246849
traicifar146850,0,1,0,0,0,0,0,0,0,0,146850
traicifar546851,0,0,0,0,0,1,0,0,0,0,546851
traicifar346852,0,0,0,1,0,0,0,0,0,0,346852
traicifar146853,0,1,0,0,0,0,0,0,0,0,146853
traicifar546854,0,0,0,0,0,1,0,0,0,0,546854
traicifar446855,0,0,0,0,1,0,0,0,0,0,446855
traicifar846856,0,0,0,0,0,0,0,0,1,0,846856
traicifar546857,0,0,0,0,0,1,0,0,0,0,546857
traicifar046858,1,0,0,0,0,0,0,0,0,0,46858
traicifar946859,0,0,0,0,0,0,0,0,0,1,946859
traicifar246860,0,0,1,0,0,0,0,0,0,0,246860
traicifar646861,0,0,0,0,0,0,1,0,0,0,646861
traicifar046862,1,0,0,0,0,0,0,0,0,0,46862
traicifar246863,0,0,1,0,0,0,0,0,0,0,246863
traicifar846864,0,0,0,0,0,0,0,0,1,0,846864
traicifar946865,0,0,0,0,0,0,0,0,0,1,946865
traicifar946866,0,0,0,0,0,0,0,0,0,1,946866
traicifar446867,0,0,0,0,1,0,0,0,0,0,446867
traicifar146868,0,1,0,0,0,0,0,0,0,0,146868
traicifar546869,0,0,0,0,0,1,0,0,0,0,546869
traicifar346870,0,0,0,1,0,0,0,0,0,0,346870
traicifar546871,0,0,0,0,0,1,0,0,0,0,546871
traicifar146872,0,1,0,0,0,0,0,0,0,0,146872
traicifar446873,0,0,0,0,1,0,0,0,0,0,446873
traicifar846874,0,0,0,0,0,0,0,0,1,0,846874
traicifar946875,0,0,0,0,0,0,0,0,0,1,946875
traicifar846876,0,0,0,0,0,0,0,0,1,0,846876
traicifar646877,0,0,0,0,0,0,1,0,0,0,646877
traicifar946878,0,0,0,0,0,0,0,0,0,1,946878
traicifar146879,0,1,0,0,0,0,0,0,0,0,146879
traicifar646880,0,0,0,0,0,0,1,0,0,0,646880
traicifar646881,0,0,0,0,0,0,1,0,0,0,646881
traicifar846882,0,0,0,0,0,0,0,0,1,0,846882
traicifar246883,0,0,1,0,0,0,0,0,0,0,246883
traicifar446884,0,0,0,0,1,0,0,0,0,0,446884
traicifar246885,0,0,1,0,0,0,0,0,0,0,246885
traicifar046886,1,0,0,0,0,0,0,0,0,0,46886
traicifar946887,0,0,0,0,0,0,0,0,0,1,946887
traicifar946888,0,0,0,0,0,0,0,0,0,1,946888
traicifar046889,1,0,0,0,0,0,0,0,0,0,46889
traicifar346890,0,0,0,1,0,0,0,0,0,0,346890
traicifar146891,0,1,0,0,0,0,0,0,0,0,146891
traicifar846892,0,0,0,0,0,0,0,0,1,0,846892
traicifar846893,0,0,0,0,0,0,0,0,1,0,846893
traicifar346894,0,0,0,1,0,0,0,0,0,0,346894
traicifar746895,0,0,0,0,0,0,0,1,0,0,746895
traicifar446896,0,0,0,0,1,0,0,0,0,0,446896
traicifar746897,0,0,0,0,0,0,0,1,0,0,746897
traicifar946898,0,0,0,0,0,0,0,0,0,1,946898
traicifar546899,0,0,0,0,0,1,0,0,0,0,546899
traicifar346900,0,0,0,1,0,0,0,0,0,0,346900
traicifar046901,1,0,0,0,0,0,0,0,0,0,46901
traicifar846902,0,0,0,0,0,0,0,0,1,0,846902
traicifar646903,0,0,0,0,0,0,1,0,0,0,646903
traicifar746904,0,0,0,0,0,0,0,1,0,0,746904
traicifar146905,0,1,0,0,0,0,0,0,0,0,146905
traicifar646906,0,0,0,0,0,0,1,0,0,0,646906
traicifar146907,0,1,0,0,0,0,0,0,0,0,146907
traicifar646908,0,0,0,0,0,0,1,0,0,0,646908
traicifar046909,1,0,0,0,0,0,0,0,0,0,46909
traicifar946910,0,0,0,0,0,0,0,0,0,1,946910
traicifar846911,0,0,0,0,0,0,0,0,1,0,846911
traicifar546912,0,0,0,0,0,1,0,0,0,0,546912
traicifar646913,0,0,0,0,0,0,1,0,0,0,646913
traicifar446914,0,0,0,0,1,0,0,0,0,0,446914
traicifar446915,0,0,0,0,1,0,0,0,0,0,446915
traicifar446916,0,0,0,0,1,0,0,0,0,0,446916
traicifar346917,0,0,0,1,0,0,0,0,0,0,346917
traicifar946918,0,0,0,0,0,0,0,0,0,1,946918
traicifar246919,0,0,1,0,0,0,0,0,0,0,246919
traicifar246920,0,0,1,0,0,0,0,0,0,0,246920
traicifar246921,0,0,1,0,0,0,0,0,0,0,246921
traicifar646922,0,0,0,0,0,0,1,0,0,0,646922
traicifar446923,0,0,0,0,1,0,0,0,0,0,446923
traicifar046924,1,0,0,0,0,0,0,0,0,0,46924
traicifar046925,1,0,0,0,0,0,0,0,0,0,46925
traicifar346926,0,0,0,1,0,0,0,0,0,0,346926
traicifar046927,1,0,0,0,0,0,0,0,0,0,46927
traicifar946928,0,0,0,0,0,0,0,0,0,1,946928
traicifar146929,0,1,0,0,0,0,0,0,0,0,146929
traicifar346930,0,0,0,1,0,0,0,0,0,0,346930
traicifar846931,0,0,0,0,0,0,0,0,1,0,846931
traicifar746932,0,0,0,0,0,0,0,1,0,0,746932
traicifar846933,0,0,0,0,0,0,0,0,1,0,846933
traicifar446934,0,0,0,0,1,0,0,0,0,0,446934
traicifar146935,0,1,0,0,0,0,0,0,0,0,146935
traicifar746936,0,0,0,0,0,0,0,1,0,0,746936
traicifar446937,0,0,0,0,1,0,0,0,0,0,446937
traicifar146938,0,1,0,0,0,0,0,0,0,0,146938
traicifar846939,0,0,0,0,0,0,0,0,1,0,846939
traicifar846940,0,0,0,0,0,0,0,0,1,0,846940
traicifar146941,0,1,0,0,0,0,0,0,0,0,146941
traicifar846942,0,0,0,0,0,0,0,0,1,0,846942
traicifar646943,0,0,0,0,0,0,1,0,0,0,646943
traicifar546944,0,0,0,0,0,1,0,0,0,0,546944
traicifar446945,0,0,0,0,1,0,0,0,0,0,446945
traicifar346946,0,0,0,1,0,0,0,0,0,0,346946
traicifar646947,0,0,0,0,0,0,1,0,0,0,646947
traicifar346948,0,0,0,1,0,0,0,0,0,0,346948
traicifar846949,0,0,0,0,0,0,0,0,1,0,846949
traicifar146950,0,1,0,0,0,0,0,0,0,0,146950
traicifar346951,0,0,0,1,0,0,0,0,0,0,346951
traicifar546952,0,0,0,0,0,1,0,0,0,0,546952
traicifar846953,0,0,0,0,0,0,0,0,1,0,846953
traicifar546954,0,0,0,0,0,1,0,0,0,0,546954
traicifar046955,1,0,0,0,0,0,0,0,0,0,46955
traicifar546956,0,0,0,0,0,1,0,0,0,0,546956
traicifar746957,0,0,0,0,0,0,0,1,0,0,746957
traicifar546958,0,0,0,0,0,1,0,0,0,0,546958
traicifar746959,0,0,0,0,0,0,0,1,0,0,746959
traicifar446960,0,0,0,0,1,0,0,0,0,0,446960
traicifar346961,0,0,0,1,0,0,0,0,0,0,346961
traicifar546962,0,0,0,0,0,1,0,0,0,0,546962
traicifar746963,0,0,0,0,0,0,0,1,0,0,746963
traicifar546964,0,0,0,0,0,1,0,0,0,0,546964
traicifar446965,0,0,0,0,1,0,0,0,0,0,446965
traicifar846966,0,0,0,0,0,0,0,0,1,0,846966
traicifar946967,0,0,0,0,0,0,0,0,0,1,946967
traicifar446968,0,0,0,0,1,0,0,0,0,0,446968
traicifar346969,0,0,0,1,0,0,0,0,0,0,346969
traicifar346970,0,0,0,1,0,0,0,0,0,0,346970
traicifar746971,0,0,0,0,0,0,0,1,0,0,746971
traicifar246972,0,0,1,0,0,0,0,0,0,0,246972
traicifar346973,0,0,0,1,0,0,0,0,0,0,346973
traicifar846974,0,0,0,0,0,0,0,0,1,0,846974
traicifar146975,0,1,0,0,0,0,0,0,0,0,146975
traicifar446976,0,0,0,0,1,0,0,0,0,0,446976
traicifar746977,0,0,0,0,0,0,0,1,0,0,746977
traicifar946978,0,0,0,0,0,0,0,0,0,1,946978
traicifar346979,0,0,0,1,0,0,0,0,0,0,346979
traicifar346980,0,0,0,1,0,0,0,0,0,0,346980
traicifar046981,1,0,0,0,0,0,0,0,0,0,46981
traicifar446982,0,0,0,0,1,0,0,0,0,0,446982
traicifar946983,0,0,0,0,0,0,0,0,0,1,946983
traicifar646984,0,0,0,0,0,0,1,0,0,0,646984
traicifar846985,0,0,0,0,0,0,0,0,1,0,846985
traicifar646986,0,0,0,0,0,0,1,0,0,0,646986
traicifar746987,0,0,0,0,0,0,0,1,0,0,746987
traicifar546988,0,0,0,0,0,1,0,0,0,0,546988
traicifar446989,0,0,0,0,1,0,0,0,0,0,446989
traicifar346990,0,0,0,1,0,0,0,0,0,0,346990
traicifar146991,0,1,0,0,0,0,0,0,0,0,146991
traicifar446992,0,0,0,0,1,0,0,0,0,0,446992
traicifar046993,1,0,0,0,0,0,0,0,0,0,46993
traicifar246994,0,0,1,0,0,0,0,0,0,0,246994
traicifar646995,0,0,0,0,0,0,1,0,0,0,646995
traicifar446996,0,0,0,0,1,0,0,0,0,0,446996
traicifar546997,0,0,0,0,0,1,0,0,0,0,546997
traicifar646998,0,0,0,0,0,0,1,0,0,0,646998
traicifar746999,0,0,0,0,0,0,0,1,0,0,746999
traicifar747000,0,0,0,0,0,0,0,1,0,0,747000
traicifar747001,0,0,0,0,0,0,0,1,0,0,747001
traicifar847002,0,0,0,0,0,0,0,0,1,0,847002
traicifar547003,0,0,0,0,0,1,0,0,0,0,547003
traicifar447004,0,0,0,0,1,0,0,0,0,0,447004
traicifar347005,0,0,0,1,0,0,0,0,0,0,347005
traicifar547006,0,0,0,0,0,1,0,0,0,0,547006
traicifar147007,0,1,0,0,0,0,0,0,0,0,147007
traicifar247008,0,0,1,0,0,0,0,0,0,0,247008
traicifar247009,0,0,1,0,0,0,0,0,0,0,247009
traicifar747010,0,0,0,0,0,0,0,1,0,0,747010
traicifar547011,0,0,0,0,0,1,0,0,0,0,547011
traicifar147012,0,1,0,0,0,0,0,0,0,0,147012
traicifar647013,0,0,0,0,0,0,1,0,0,0,647013
traicifar947014,0,0,0,0,0,0,0,0,0,1,947014
traicifar247015,0,0,1,0,0,0,0,0,0,0,247015
traicifar747016,0,0,0,0,0,0,0,1,0,0,747016
traicifar947017,0,0,0,0,0,0,0,0,0,1,947017
traicifar447018,0,0,0,0,1,0,0,0,0,0,447018
traicifar747019,0,0,0,0,0,0,0,1,0,0,747019
traicifar947020,0,0,0,0,0,0,0,0,0,1,947020
traicifar647021,0,0,0,0,0,0,1,0,0,0,647021
traicifar047022,1,0,0,0,0,0,0,0,0,0,47022
traicifar847023,0,0,0,0,0,0,0,0,1,0,847023
traicifar147024,0,1,0,0,0,0,0,0,0,0,147024
traicifar447025,0,0,0,0,1,0,0,0,0,0,447025
traicifar247026,0,0,1,0,0,0,0,0,0,0,247026
traicifar147027,0,1,0,0,0,0,0,0,0,0,147027
traicifar447028,0,0,0,0,1,0,0,0,0,0,447028
traicifar847029,0,0,0,0,0,0,0,0,1,0,847029
traicifar147030,0,1,0,0,0,0,0,0,0,0,147030
traicifar947031,0,0,0,0,0,0,0,0,0,1,947031
traicifar047032,1,0,0,0,0,0,0,0,0,0,47032
traicifar647033,0,0,0,0,0,0,1,0,0,0,647033
traicifar047034,1,0,0,0,0,0,0,0,0,0,47034
traicifar047035,1,0,0,0,0,0,0,0,0,0,47035
traicifar847036,0,0,0,0,0,0,0,0,1,0,847036
traicifar747037,0,0,0,0,0,0,0,1,0,0,747037
traicifar347038,0,0,0,1,0,0,0,0,0,0,347038
traicifar047039,1,0,0,0,0,0,0,0,0,0,47039
traicifar947040,0,0,0,0,0,0,0,0,0,1,947040
traicifar047041,1,0,0,0,0,0,0,0,0,0,47041
traicifar847042,0,0,0,0,0,0,0,0,1,0,847042
traicifar147043,0,1,0,0,0,0,0,0,0,0,147043
traicifar847044,0,0,0,0,0,0,0,0,1,0,847044
traicifar647045,0,0,0,0,0,0,1,0,0,0,647045
traicifar547046,0,0,0,0,0,1,0,0,0,0,547046
traicifar147047,0,1,0,0,0,0,0,0,0,0,147047
traicifar647048,0,0,0,0,0,0,1,0,0,0,647048
traicifar047049,1,0,0,0,0,0,0,0,0,0,47049
traicifar947050,0,0,0,0,0,0,0,0,0,1,947050
traicifar847051,0,0,0,0,0,0,0,0,1,0,847051
traicifar847052,0,0,0,0,0,0,0,0,1,0,847052
